# 44.746181953886854 -92.80049485924684 199
# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database
# may not have received Director's approval. Any such data values are qualified
# as provisional and are subject to revision. Provisional data are released on the
# condition that neither the USGS nor the United States Government may be held liable
# for any damages resulting from its use.
#
# Additional info: https://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  https://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: https://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2017-11-29 18:40:56 EST       (sdww01)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 05344500 MISSISSIPPI RIVER AT PRESCOTT, WI
# -----------------------------------------------------------------------------------
#
# Data provided for site 05344500
#            TS   parameter     statistic     Description
#         73581       00060     00003     Discharge, cubic feet per second (Mean)
#
# Data-value qualification codes included in this output:
#        
#     A  Approved for publication -- Processing and review completed.
#     P  Provisional data subject to revision.
#     e  Value has been estimated.
# 
agency_cd	site_no	datetime	73581_00060_00003	73581_00060_00003_cd
USGS	05344500	1928-09-07	14600	A
USGS	05344500	1928-09-08	14400	A
USGS	05344500	1928-09-09	13700	A
USGS	05344500	1928-09-10	13000	A
USGS	05344500	1928-09-11	12800	A
USGS	05344500	1928-09-12	12800	A
USGS	05344500	1928-09-13	12800	A
USGS	05344500	1928-09-14	13000	A
USGS	05344500	1928-09-15	13700	A
USGS	05344500	1928-09-16	14400	A
USGS	05344500	1928-09-17	15500	A
USGS	05344500	1928-09-18	17100	A
USGS	05344500	1928-09-19	18400	A
USGS	05344500	1928-09-20	20200	A
USGS	05344500	1928-09-21	20800	A
USGS	05344500	1928-09-22	21400	A
USGS	05344500	1928-09-23	21400	A
USGS	05344500	1928-09-24	20800	A
USGS	05344500	1928-09-25	20800	A
USGS	05344500	1928-09-26	20200	A
USGS	05344500	1928-09-27	19900	A
USGS	05344500	1928-09-28	19600	A
USGS	05344500	1928-09-29	19600	A
USGS	05344500	1928-09-30	19000	A
USGS	05344500	1928-10-01	18100	A
USGS	05344500	1928-10-02	17300	A
USGS	05344500	1928-10-03	16400	A
USGS	05344500	1928-10-04	16100	A
USGS	05344500	1928-10-05	16100	A
USGS	05344500	1928-10-06	15900	A
USGS	05344500	1928-10-07	15500	A
USGS	05344500	1928-10-08	15200	A
USGS	05344500	1928-10-09	15200	A
USGS	05344500	1928-10-10	15000	A
USGS	05344500	1928-10-11	15000	A
USGS	05344500	1928-10-12	15200	A
USGS	05344500	1928-10-13	15000	A
USGS	05344500	1928-10-14	15000	A
USGS	05344500	1928-10-15	15000	A
USGS	05344500	1928-10-16	14800	A
USGS	05344500	1928-10-17	15500	A
USGS	05344500	1928-10-18	16400	A
USGS	05344500	1928-10-19	17800	A
USGS	05344500	1928-10-20	19000	A
USGS	05344500	1928-10-21	20200	A
USGS	05344500	1928-10-22	20800	A
USGS	05344500	1928-10-23	21400	A
USGS	05344500	1928-10-24	22100	A
USGS	05344500	1928-10-25	22100	A
USGS	05344500	1928-10-26	22100	A
USGS	05344500	1928-10-27	22100	A
USGS	05344500	1928-10-28	21400	A
USGS	05344500	1928-10-29	20800	A
USGS	05344500	1928-10-30	20200	A
USGS	05344500	1928-10-31	19600	A
USGS	05344500	1928-11-01	19000	A
USGS	05344500	1928-11-02	18400	A
USGS	05344500	1928-11-03	17800	A
USGS	05344500	1928-11-04	17300	A
USGS	05344500	1928-11-05	16800	A
USGS	05344500	1928-11-06	15900	A
USGS	05344500	1928-11-07	15500	A
USGS	05344500	1928-11-08	15000	A
USGS	05344500	1928-11-09	14600	A
USGS	05344500	1928-11-10	14100	A
USGS	05344500	1928-11-11	13700	A
USGS	05344500	1928-11-12	13300	A
USGS	05344500	1928-11-13	12800	A
USGS	05344500	1928-11-14	13300	A
USGS	05344500	1928-11-15	13500	A
USGS	05344500	1928-11-16	13700	A
USGS	05344500	1928-11-17	13700	A
USGS	05344500	1928-11-18	13300	A
USGS	05344500	1928-11-19	13300	A
USGS	05344500	1928-11-20	12800	A
USGS	05344500	1928-11-21	12800	A
USGS	05344500	1928-11-22	12600	A
USGS	05344500	1928-11-23	12400	A
USGS	05344500	1928-11-24	12400	A
USGS	05344500	1928-11-25	12200	A
USGS	05344500	1928-11-26	12000	A
USGS	05344500	1928-11-27	11500	A
USGS	05344500	1928-11-28	10700	A
USGS	05344500	1928-11-29	10500	A
USGS	05344500	1928-11-30	10300	A
USGS	05344500	1928-12-01	10300	A
USGS	05344500	1928-12-02	10300	A
USGS	05344500	1928-12-03	9890	A
USGS	05344500	1928-12-04	9270	A
USGS	05344500	1928-12-05	8560	A
USGS	05344500	1928-12-06	8090	A
USGS	05344500	1928-12-07	8090	A
USGS	05344500	1928-12-08	7790	A
USGS	05344500	1928-12-09	7790	A
USGS	05344500	1928-12-10	7790	A
USGS	05344500	1928-12-11	7790	A
USGS	05344500	1928-12-12	8400	A
USGS	05344500	1928-12-13	8730	A
USGS	05344500	1928-12-14	9080	A
USGS	05344500	1928-12-15	9470	A
USGS	05344500	1928-12-16	10100	A
USGS	05344500	1928-12-17	10300	A
USGS	05344500	1928-12-18	10300	A
USGS	05344500	1928-12-19	10300	A
USGS	05344500	1928-12-20	10100	A
USGS	05344500	1928-12-21	9890	A
USGS	05344500	1928-12-22	9890	A
USGS	05344500	1928-12-23	9680	A
USGS	05344500	1928-12-24	9680	A
USGS	05344500	1928-12-25	9680	A
USGS	05344500	1928-12-26	9680	A
USGS	05344500	1928-12-27	9680	A
USGS	05344500	1928-12-28	9680	A
USGS	05344500	1928-12-29	9680	A
USGS	05344500	1928-12-30	9680	A
USGS	05344500	1928-12-31	9680	A
USGS	05344500	1929-01-01	9470	A
USGS	05344500	1929-01-02	9270	A
USGS	05344500	1929-01-03	9270	A
USGS	05344500	1929-01-04	9060	A
USGS	05344500	1929-01-05	9060	A
USGS	05344500	1929-01-06	9470	A
USGS	05344500	1929-01-07	9470	A
USGS	05344500	1929-01-08	9060	A
USGS	05344500	1929-01-09	9060	A
USGS	05344500	1929-01-10	9060	A
USGS	05344500	1929-01-11	9270	A
USGS	05344500	1929-01-12	9680	A
USGS	05344500	1929-01-13	9480	A
USGS	05344500	1929-01-14	9270	A
USGS	05344500	1929-01-15	9160	A
USGS	05344500	1929-01-16	9060	A
USGS	05344500	1929-01-17	9060	A
USGS	05344500	1929-01-18	9060	A
USGS	05344500	1929-01-19	9060	A
USGS	05344500	1929-01-20	8860	A
USGS	05344500	1929-01-21	8660	A
USGS	05344500	1929-01-22	8460	A
USGS	05344500	1929-01-23	8250	A
USGS	05344500	1929-01-24	8380	A
USGS	05344500	1929-01-25	8520	A
USGS	05344500	1929-01-26	8660	A
USGS	05344500	1929-01-27	8460	A
USGS	05344500	1929-01-28	8250	A
USGS	05344500	1929-01-29	8250	A
USGS	05344500	1929-01-30	8250	A
USGS	05344500	1929-01-31	8320	A
USGS	05344500	1929-02-01	8380	A
USGS	05344500	1929-02-02	8450	A
USGS	05344500	1929-02-03	8350	A
USGS	05344500	1929-02-04	8250	A
USGS	05344500	1929-02-05	8150	A
USGS	05344500	1929-02-06	8050	A
USGS	05344500	1929-02-07	8260	A
USGS	05344500	1929-02-08	8460	A
USGS	05344500	1929-02-09	8660	A
USGS	05344500	1929-02-10	8660	A
USGS	05344500	1929-02-11	8660	A
USGS	05344500	1929-02-12	8660	A
USGS	05344500	1929-02-13	8660	A
USGS	05344500	1929-02-14	8800	A
USGS	05344500	1929-02-15	8930	A
USGS	05344500	1929-02-16	9060	A
USGS	05344500	1929-02-17	8860	A
USGS	05344500	1929-02-18	8660	A
USGS	05344500	1929-02-19	8560	A
USGS	05344500	1929-02-20	8450	A
USGS	05344500	1929-02-21	8660	A
USGS	05344500	1929-02-22	8860	A
USGS	05344500	1929-02-23	9060	A
USGS	05344500	1929-02-24	8960	A
USGS	05344500	1929-02-25	8860	A
USGS	05344500	1929-02-26	8960	A
USGS	05344500	1929-02-27	9060	A
USGS	05344500	1929-02-28	9260	A
USGS	05344500	1929-03-01	9470	A
USGS	05344500	1929-03-02	9680	A
USGS	05344500	1929-03-03	9680	A
USGS	05344500	1929-03-04	9680	A
USGS	05344500	1929-03-05	10200	A
USGS	05344500	1929-03-06	10700	A
USGS	05344500	1929-03-07	10900	A
USGS	05344500	1929-03-08	11100	A
USGS	05344500	1929-03-09	11300	A
USGS	05344500	1929-03-10	11200	A
USGS	05344500	1929-03-11	11100	A
USGS	05344500	1929-03-12	11600	A
USGS	05344500	1929-03-13	12000	A
USGS	05344500	1929-03-14	13800	A
USGS	05344500	1929-03-15	15700	A
USGS	05344500	1929-03-16	17600	A
USGS	05344500	1929-03-17	19700	A
USGS	05344500	1929-03-18	21800	A
USGS	05344500	1929-03-19	25500	A
USGS	05344500	1929-03-20	29200	A
USGS	05344500	1929-03-21	34400	A
USGS	05344500	1929-03-22	39600	A
USGS	05344500	1929-03-23	44900	A
USGS	05344500	1929-03-24	47300	A
USGS	05344500	1929-03-25	49600	A
USGS	05344500	1929-03-26	49200	A
USGS	05344500	1929-03-27	48900	A
USGS	05344500	1929-03-28	48600	A
USGS	05344500	1929-03-29	48400	A
USGS	05344500	1929-03-30	48200	A
USGS	05344500	1929-03-31	47600	A
USGS	05344500	1929-04-01	46900	A
USGS	05344500	1929-04-02	45500	A
USGS	05344500	1929-04-03	44200	A
USGS	05344500	1929-04-04	42900	A
USGS	05344500	1929-04-05	39700	A
USGS	05344500	1929-04-06	37900	A
USGS	05344500	1929-04-07	35600	A
USGS	05344500	1929-04-08	33900	A
USGS	05344500	1929-04-09	33900	A
USGS	05344500	1929-04-10	34500	A
USGS	05344500	1929-04-11	34500	A
USGS	05344500	1929-04-12	34500	A
USGS	05344500	1929-04-13	33900	A
USGS	05344500	1929-04-14	32300	A
USGS	05344500	1929-04-15	30700	A
USGS	05344500	1929-04-16	29200	A
USGS	05344500	1929-04-17	29700	A
USGS	05344500	1929-04-18	30200	A
USGS	05344500	1929-04-19	30700	A
USGS	05344500	1929-04-20	31200	A
USGS	05344500	1929-04-21	31200	A
USGS	05344500	1929-04-22	30700	A
USGS	05344500	1929-04-23	29700	A
USGS	05344500	1929-04-24	28700	A
USGS	05344500	1929-04-25	28200	A
USGS	05344500	1929-04-26	26400	A
USGS	05344500	1929-04-27	25200	A
USGS	05344500	1929-04-28	24800	A
USGS	05344500	1929-04-29	23600	A
USGS	05344500	1929-04-30	23200	A
USGS	05344500	1929-05-01	23200	A
USGS	05344500	1929-05-02	23200	A
USGS	05344500	1929-05-03	22800	A
USGS	05344500	1929-05-04	22100	A
USGS	05344500	1929-05-05	20800	A
USGS	05344500	1929-05-06	19600	A
USGS	05344500	1929-05-07	19000	A
USGS	05344500	1929-05-08	18100	A
USGS	05344500	1929-05-09	17600	A
USGS	05344500	1929-05-10	17300	A
USGS	05344500	1929-05-11	17100	A
USGS	05344500	1929-05-12	16400	A
USGS	05344500	1929-05-13	15700	A
USGS	05344500	1929-05-14	15200	A
USGS	05344500	1929-05-15	15000	A
USGS	05344500	1929-05-16	14600	A
USGS	05344500	1929-05-17	14400	A
USGS	05344500	1929-05-18	14400	A
USGS	05344500	1929-05-19	14400	A
USGS	05344500	1929-05-20	14100	A
USGS	05344500	1929-05-21	13700	A
USGS	05344500	1929-05-22	13300	A
USGS	05344500	1929-05-23	13300	A
USGS	05344500	1929-05-24	13000	A
USGS	05344500	1929-05-25	12600	A
USGS	05344500	1929-05-26	12400	A
USGS	05344500	1929-05-27	12400	A
USGS	05344500	1929-05-28	12600	A
USGS	05344500	1929-05-29	12400	A
USGS	05344500	1929-05-30	12200	A
USGS	05344500	1929-05-31	12200	A
USGS	05344500	1929-06-01	12000	A
USGS	05344500	1929-06-02	12000	A
USGS	05344500	1929-06-03	11700	A
USGS	05344500	1929-06-04	11700	A
USGS	05344500	1929-06-05	12000	A
USGS	05344500	1929-06-06	11700	A
USGS	05344500	1929-06-07	11500	A
USGS	05344500	1929-06-08	11100	A
USGS	05344500	1929-06-09	10700	A
USGS	05344500	1929-06-10	10300	A
USGS	05344500	1929-06-11	9680	A
USGS	05344500	1929-06-12	9680	A
USGS	05344500	1929-06-13	9680	A
USGS	05344500	1929-06-14	9680	A
USGS	05344500	1929-06-15	9470	A
USGS	05344500	1929-06-16	9470	A
USGS	05344500	1929-06-17	9080	A
USGS	05344500	1929-06-18	8900	A
USGS	05344500	1929-06-19	8900	A
USGS	05344500	1929-06-20	8900	A
USGS	05344500	1929-06-21	8730	A
USGS	05344500	1929-06-22	8730	A
USGS	05344500	1929-06-23	8560	A
USGS	05344500	1929-06-24	8730	A
USGS	05344500	1929-06-25	8730	A
USGS	05344500	1929-06-26	8730	A
USGS	05344500	1929-06-27	8900	A
USGS	05344500	1929-06-28	9470	A
USGS	05344500	1929-06-29	9270	A
USGS	05344500	1929-06-30	9270	A
USGS	05344500	1929-07-01	8900	A
USGS	05344500	1929-07-02	8400	A
USGS	05344500	1929-07-03	8730	A
USGS	05344500	1929-07-04	8730	A
USGS	05344500	1929-07-05	9080	A
USGS	05344500	1929-07-06	8900	A
USGS	05344500	1929-07-07	9080	A
USGS	05344500	1929-07-08	8900	A
USGS	05344500	1929-07-09	8730	A
USGS	05344500	1929-07-10	8900	A
USGS	05344500	1929-07-11	9080	A
USGS	05344500	1929-07-12	8900	A
USGS	05344500	1929-07-13	8900	A
USGS	05344500	1929-07-14	8730	A
USGS	05344500	1929-07-15	8560	A
USGS	05344500	1929-07-16	8400	A
USGS	05344500	1929-07-17	8730	A
USGS	05344500	1929-07-18	8730	A
USGS	05344500	1929-07-19	8730	A
USGS	05344500	1929-07-20	8730	A
USGS	05344500	1929-07-21	8730	A
USGS	05344500	1929-07-22	8730	A
USGS	05344500	1929-07-23	8240	A
USGS	05344500	1929-07-24	8090	A
USGS	05344500	1929-07-25	8090	A
USGS	05344500	1929-07-26	8090	A
USGS	05344500	1929-07-27	7790	A
USGS	05344500	1929-07-28	7790	A
USGS	05344500	1929-07-29	7640	A
USGS	05344500	1929-07-30	7340	A
USGS	05344500	1929-07-31	7200	A
USGS	05344500	1929-08-01	6920	A
USGS	05344500	1929-08-02	6790	A
USGS	05344500	1929-08-03	6660	A
USGS	05344500	1929-08-04	6660	A
USGS	05344500	1929-08-05	6660	A
USGS	05344500	1929-08-06	6790	A
USGS	05344500	1929-08-07	6920	A
USGS	05344500	1929-08-08	6790	A
USGS	05344500	1929-08-09	6920	A
USGS	05344500	1929-08-10	7060	A
USGS	05344500	1929-08-11	7060	A
USGS	05344500	1929-08-12	7200	A
USGS	05344500	1929-08-13	7340	A
USGS	05344500	1929-08-14	7340	A
USGS	05344500	1929-08-15	7340	A
USGS	05344500	1929-08-16	7200	A
USGS	05344500	1929-08-17	7340	A
USGS	05344500	1929-08-18	7340	A
USGS	05344500	1929-08-19	7340	A
USGS	05344500	1929-08-20	7340	A
USGS	05344500	1929-08-21	7940	A
USGS	05344500	1929-08-22	7790	A
USGS	05344500	1929-08-23	7340	A
USGS	05344500	1929-08-24	7060	A
USGS	05344500	1929-08-25	7060	A
USGS	05344500	1929-08-26	7060	A
USGS	05344500	1929-08-27	6920	A
USGS	05344500	1929-08-28	6790	A
USGS	05344500	1929-08-29	6790	A
USGS	05344500	1929-08-30	6790	A
USGS	05344500	1929-08-31	6790	A
USGS	05344500	1929-09-01	6660	A
USGS	05344500	1929-09-02	6530	A
USGS	05344500	1929-09-03	6530	A
USGS	05344500	1929-09-04	6400	A
USGS	05344500	1929-09-05	6530	A
USGS	05344500	1929-09-06	6400	A
USGS	05344500	1929-09-07	6400	A
USGS	05344500	1929-09-08	6530	A
USGS	05344500	1929-09-09	6660	A
USGS	05344500	1929-09-10	6920	A
USGS	05344500	1929-09-11	7060	A
USGS	05344500	1929-09-12	7060	A
USGS	05344500	1929-09-13	7200	A
USGS	05344500	1929-09-14	7200	A
USGS	05344500	1929-09-15	7490	A
USGS	05344500	1929-09-16	7640	A
USGS	05344500	1929-09-17	7640	A
USGS	05344500	1929-09-18	7640	A
USGS	05344500	1929-09-19	7640	A
USGS	05344500	1929-09-20	7490	A
USGS	05344500	1929-09-21	7490	A
USGS	05344500	1929-09-22	7490	A
USGS	05344500	1929-09-23	7640	A
USGS	05344500	1929-09-24	7490	A
USGS	05344500	1929-09-25	7340	A
USGS	05344500	1929-09-26	7640	A
USGS	05344500	1929-09-27	7940	A
USGS	05344500	1929-09-28	7940	A
USGS	05344500	1929-09-29	8090	A
USGS	05344500	1929-09-30	8090	A
USGS	05344500	1929-10-01	7780	A
USGS	05344500	1929-10-02	8100	A
USGS	05344500	1929-10-03	8270	A
USGS	05344500	1929-10-04	8100	A
USGS	05344500	1929-10-05	7940	A
USGS	05344500	1929-10-06	7940	A
USGS	05344500	1929-10-07	7780	A
USGS	05344500	1929-10-08	7780	A
USGS	05344500	1929-10-09	7780	A
USGS	05344500	1929-10-10	7940	A
USGS	05344500	1929-10-11	8100	A
USGS	05344500	1929-10-12	8270	A
USGS	05344500	1929-10-13	8440	A
USGS	05344500	1929-10-14	8440	A
USGS	05344500	1929-10-15	8270	A
USGS	05344500	1929-10-16	8270	A
USGS	05344500	1929-10-17	8100	A
USGS	05344500	1929-10-18	8100	A
USGS	05344500	1929-10-19	8270	A
USGS	05344500	1929-10-20	8270	A
USGS	05344500	1929-10-21	8270	A
USGS	05344500	1929-10-22	8270	A
USGS	05344500	1929-10-23	8270	A
USGS	05344500	1929-10-24	8270	A
USGS	05344500	1929-10-25	8440	A
USGS	05344500	1929-10-26	8270	A
USGS	05344500	1929-10-27	8270	A
USGS	05344500	1929-10-28	7940	A
USGS	05344500	1929-10-29	7940	A
USGS	05344500	1929-10-30	7940	A
USGS	05344500	1929-10-31	7940	A
USGS	05344500	1929-11-01	7940	A
USGS	05344500	1929-11-02	8100	A
USGS	05344500	1929-11-03	8270	A
USGS	05344500	1929-11-04	8270	A
USGS	05344500	1929-11-05	8270	A
USGS	05344500	1929-11-06	8610	A
USGS	05344500	1929-11-07	8950	A
USGS	05344500	1929-11-08	8950	A
USGS	05344500	1929-11-09	9120	A
USGS	05344500	1929-11-10	9120	A
USGS	05344500	1929-11-11	8950	A
USGS	05344500	1929-11-12	8780	A
USGS	05344500	1929-11-13	8780	A
USGS	05344500	1929-11-14	8440	A
USGS	05344500	1929-11-15	8270	A
USGS	05344500	1929-11-16	8100	A
USGS	05344500	1929-11-17	7940	A
USGS	05344500	1929-11-18	7620	A
USGS	05344500	1929-11-19	7310	A
USGS	05344500	1929-11-20	7310	A
USGS	05344500	1929-11-21	7310	A
USGS	05344500	1929-11-22	6750	A
USGS	05344500	1929-11-23	6270	A
USGS	05344500	1929-11-24	5940	A
USGS	05344500	1929-11-25	5610	A
USGS	05344500	1929-11-26	5500	A
USGS	05344500	1929-11-27	5720	A
USGS	05344500	1929-11-28	5830	A
USGS	05344500	1929-11-29	5500	A
USGS	05344500	1929-11-30	5400	A
USGS	05344500	1929-12-01	5500	A
USGS	05344500	1929-12-02	5500	A
USGS	05344500	1929-12-03	5290	A
USGS	05344500	1929-12-04	5290	A
USGS	05344500	1929-12-05	5400	A
USGS	05344500	1929-12-06	5400	A
USGS	05344500	1929-12-07	5400	A
USGS	05344500	1929-12-08	5400	A
USGS	05344500	1929-12-09	5290	A
USGS	05344500	1929-12-10	5080	A
USGS	05344500	1929-12-11	5080	A
USGS	05344500	1929-12-12	5080	A
USGS	05344500	1929-12-13	5190	A
USGS	05344500	1929-12-14	5190	A
USGS	05344500	1929-12-15	5190	A
USGS	05344500	1929-12-16	5080	A
USGS	05344500	1929-12-17	4870	A
USGS	05344500	1929-12-18	4770	A
USGS	05344500	1929-12-19	4770	A
USGS	05344500	1929-12-20	4660	A
USGS	05344500	1929-12-21	4660	A
USGS	05344500	1929-12-22	4450	A
USGS	05344500	1929-12-23	4450	A
USGS	05344500	1929-12-24	4150	A
USGS	05344500	1929-12-25	4250	A
USGS	05344500	1929-12-26	4250	A
USGS	05344500	1929-12-27	4050	A
USGS	05344500	1929-12-28	4150	A
USGS	05344500	1929-12-29	4250	A
USGS	05344500	1929-12-30	4250	A
USGS	05344500	1929-12-31	4050	A
USGS	05344500	1930-01-01	4050	A
USGS	05344500	1930-01-02	4150	A
USGS	05344500	1930-01-03	3950	A
USGS	05344500	1930-01-04	3950	A
USGS	05344500	1930-01-05	4050	A
USGS	05344500	1930-01-06	3950	A
USGS	05344500	1930-01-07	3770	A
USGS	05344500	1930-01-08	3860	A
USGS	05344500	1930-01-09	4050	A
USGS	05344500	1930-01-10	4050	A
USGS	05344500	1930-01-11	3950	A
USGS	05344500	1930-01-12	3950	A
USGS	05344500	1930-01-13	3860	A
USGS	05344500	1930-01-14	3680	A
USGS	05344500	1930-01-15	3860	A
USGS	05344500	1930-01-16	3860	A
USGS	05344500	1930-01-17	3860	A
USGS	05344500	1930-01-18	3860	A
USGS	05344500	1930-01-19	3860	A
USGS	05344500	1930-01-20	3860	A
USGS	05344500	1930-01-21	3680	A
USGS	05344500	1930-01-22	3770	A
USGS	05344500	1930-01-23	3860	A
USGS	05344500	1930-01-24	3860	A
USGS	05344500	1930-01-25	3950	A
USGS	05344500	1930-01-26	3860	A
USGS	05344500	1930-01-27	3950	A
USGS	05344500	1930-01-28	3860	A
USGS	05344500	1930-01-29	3860	A
USGS	05344500	1930-01-30	3950	A
USGS	05344500	1930-01-31	4150	A
USGS	05344500	1930-02-01	4150	A
USGS	05344500	1930-02-02	4250	A
USGS	05344500	1930-02-03	4250	A
USGS	05344500	1930-02-04	4050	A
USGS	05344500	1930-02-05	4150	A
USGS	05344500	1930-02-06	4350	A
USGS	05344500	1930-02-07	4250	A
USGS	05344500	1930-02-08	4450	A
USGS	05344500	1930-02-09	4450	A
USGS	05344500	1930-02-10	4560	A
USGS	05344500	1930-02-11	4350	A
USGS	05344500	1930-02-12	4560	A
USGS	05344500	1930-02-13	4560	A
USGS	05344500	1930-02-14	4660	A
USGS	05344500	1930-02-15	4560	A
USGS	05344500	1930-02-16	4660	A
USGS	05344500	1930-02-17	4870	A
USGS	05344500	1930-02-18	4660	A
USGS	05344500	1930-02-19	4870	A
USGS	05344500	1930-02-20	5500	A
USGS	05344500	1930-02-21	6050	A
USGS	05344500	1930-02-22	6620	A
USGS	05344500	1930-02-23	7160	A
USGS	05344500	1930-02-24	8270	A
USGS	05344500	1930-02-25	10100	A
USGS	05344500	1930-02-26	12900	A
USGS	05344500	1930-02-27	13900	A
USGS	05344500	1930-02-28	15200	A
USGS	05344500	1930-03-01	15400	A
USGS	05344500	1930-03-02	14400	A
USGS	05344500	1930-03-03	13900	A
USGS	05344500	1930-03-04	13200	A
